scope,cim,cim_class,rho_threshold,gene,n_scope_datasets,k_datasets,all_datasets_contributed,k_concordant,direction_concordant,nki_smc,nki_smc_dir,neo,neo_dir,tnbc_cl,tnbc_cl_dir,fisher_stat,fisher_p,fisher_padj,fisher_sig,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,mean_abs_rrb,rank_in_list,in_ora_universe,used_in_ora,analysis_label
"NEO.TNBCCL","Fun","Fun_only",0.3,"MYPOP",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",56.8029495640883,1.36070925744072e-11,6.23885194536572e-08,"YES",6.73198822177656,8.3680096531384e-12,3.83673242596396e-08,"YES",0.824,1,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"HIRIP3",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",45.0686394521961,3.84743187590968e-09,1.99460588531791e-06,"YES",5.48935323723513,2.01704073691751e-08,5.78008236172923e-06,"YES",0.739,16,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"KEAP1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",40.2594058255527,3.82537921190763e-08,7.30806820274854e-06,"YES",5.45718399563355,2.4187250597095e-08,6.5234437639812e-06,"YES",0.729,17,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"SLC25A28",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",38.7615808703493,7.80280372215651e-08,9.414698701602e-06,"YES",5.43693060031731,2.71031194488897e-08,6.90376681517553e-06,"YES",0.69,18,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"NGRN",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",40.2933868771481,3.76395723489304e-08,7.30806820274854e-06,"YES",5.39415972303933,3.44224793358448e-08,7.45730394858257e-06,"YES",0.728,19,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TMCO4",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",39.1200670328959,6.57974702314416e-08,9.36711204150869e-06,"YES",5.36509214897048,4.04539513044255e-08,7.45730394858257e-06,"YES",0.72,20,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ABHD4",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",38.8085106204587,7.63061852174143e-08,9.414698701602e-06,"YES",5.36650853905124,4.01377008746337e-08,7.45730394858257e-06,"YES",0.717,21,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ZBTB17",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",38.8859425798974,7.35476627032307e-08,9.36711204150869e-06,"YES",5.40089439407001,3.31547276809266e-08,7.45730394858257e-06,"YES",0.716,22,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"SNAI1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",38.0652237271182,1.08637376194823e-07,1.24525592463316e-05,"YES",5.37186462588071,3.89633017321638e-08,7.45730394858257e-06,"YES",0.7,23,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"SCAMP4",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",38.3213816355773,9.61884923648357e-08,1.13083137818659e-05,"YES",5.3999939777553,3.33215670523694e-08,7.45730394858257e-06,"YES",0.697,24,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"LITAF",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",37.9007605810515,1.17464217084943e-07,1.3135937447182e-05,"YES",5.36416878372448,4.06614173859464e-08,7.45730394858257e-06,"YES",0.69,25,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ISYNA1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",46.4782255856089,1.95838588073196e-09,1.28274275187944e-06,"YES",5.34330599092847,4.56332522436463e-08,8.04724852065839e-06,"YES",0.719,26,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TMEM175",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",39.5391274827381,5.39032476301077e-08,8.52228932358771e-06,"YES",5.32207923809668,5.1293932797562e-08,8.71046969914154e-06,"YES",0.722,27,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"SYVN1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",37.6657474947708,1.31332587381218e-07,1.40037189102996e-05,"YES",5.30167169032089,5.73735309049102e-08,9.39491568567904e-06,"YES",0.655,28,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"RUSC1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",41.7321723054173,1.89559249186081e-08,4.35675895944477e-06,"YES",5.28291105515262,6.35735655437296e-08,1.00511999316552e-05,"YES",0.721,29,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TBC1D2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",37.0361587525339,1.77066903001272e-07,1.6381545348301e-05,"YES",5.26359641930579,7.06321838592121e-08,1.04467278385319e-05,"YES",0.698,30,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ZNF384",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",36.802864625452,1.97784967559334e-07,1.74393091588375e-05,"YES",5.26694576041373,6.93560841382834e-08,1.04467278385319e-05,"YES",0.683,31,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"WIZ",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",37.0174801895728,1.78642806415496e-07,1.6381545348301e-05,"YES",5.25460422484993,7.4171560627534e-08,1.06273939211639e-05,"YES",0.7,32,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"HOXC6",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",39.705959387352,4.97884481504452e-08,8.1528583846354e-06,"YES",5.24115643628487,7.9786679118931e-08,1.08415401258602e-05,"YES",0.717,33,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"USP11",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",39.0587417073627,6.77450618044879e-08,9.36711204150869e-06,"YES",5.23975426588673,8.03952811950373e-08,1.08415401258602e-05,"YES",0.716,34,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"DMPK",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",40.0733365723477,4.1798672250562e-08,7.65480449797762e-06,"YES",5.21649478071669,9.11703555394053e-08,1.19433165756621e-05,"YES",0.715,35,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ROM1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",37.7521448462754,1.26053955215632e-07,1.37608901110398e-05,"YES",5.1855657775486,1.07680028935852e-07,1.32033419008061e-05,"YES",0.708,36,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ANKRD54",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",37.3661349854522,1.51404807212187e-07,1.50911095884321e-05,"YES",5.17880178611595,1.11657793929161e-07,1.32033419008061e-05,"YES",0.706,37,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"COQ9",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",36.4052723298206,2.38812145768162e-07,1.95527444347683e-05,"YES",5.17428134509161,1.14394930315262e-07,1.32033419008061e-05,"YES",0.697,38,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"GAK",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",35.9077625315561,3.02291957740593e-07,2.27214528891905e-05,"YES",5.18610430556411,1.07369284967925e-07,1.32033419008061e-05,"YES",0.677,39,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"CRTC2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",37.4489074836703,1.45572066699124e-07,1.4832176129233e-05,"YES",5.17299226113993,1.15187279396346e-07,1.32033419008061e-05,"YES",0.612,40,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"RIC8A",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",36.1091733247992,2.74784462277439e-07,2.13540128735942e-05,"YES",5.16155016336452,1.2245662060403e-07,1.36942342797434e-05,"YES",0.694,41,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TMUB2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",37.2643264047883,1.58899485486442e-07,1.55011519352199e-05,"YES",5.1488242016707,1.31062204589876e-07,1.43076240010615e-05,"YES",0.705,42,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TJAP1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",35.5521008595945,3.57736811117701e-07,2.52342042919178e-05,"YES",5.13586541290931,1.40424300777937e-07,1.49468490083663e-05,"YES",0.685,43,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"MED15",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",36.5743814719658,2.20415914957296e-07,1.85512677156643e-05,"YES",5.13187159861645,1.43437591356187e-07,1.49468490083663e-05,"YES",0.618,44,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ATXN2L",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",35.4458433556426,3.76189381401799e-07,2.61337623292007e-05,"YES",5.1224221643428,1.5081781105284e-07,1.53666591928283e-05,"YES",0.685,45,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ZNF672",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",39.8368931270934,4.67797610782469e-08,7.94389646458378e-06,"YES",5.11121434457538,1.60047275510734e-07,1.53921116009211e-05,"YES",0.705,46,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"PELP1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",35.2655317691138,4.09698527312721e-07,2.76245257018945e-05,"YES",5.1099303599346,1.6113879102382e-07,1.53921116009211e-05,"YES",0.65,47,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"RNH1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",36.0160250346974,2.87181356768467e-07,2.1945442013057e-05,"YES",5.11225337299981,1.59169226000494e-07,1.53921116009211e-05,"YES",0.625,48,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"CDIPT",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",34.9577104175197,4.73919627415575e-07,3.06045280521185e-05,"YES",5.09973559788509,1.70064133815761e-07,1.59131439499033e-05,"YES",0.669,49,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"CDH24",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",39.3507553288749,5.89583746184817e-08,8.72013379437867e-06,"YES",5.09537200397927,1.740285574398e-07,1.59584187172297e-05,"YES",0.703,50,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"REXO1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",35.2198613052965,4.18648023954094e-07,2.78188578236163e-05,"YES",5.07818824334543,1.90525529094807e-07,1.7128618645092e-05,"YES",0.687,51,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"NUBP1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",34.7271593876746,5.28506699529235e-07,3.3194564621117e-05,"YES",5.06865057663696,2.00322981701351e-07,1.74207862438259e-05,"YES",0.676,52,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"MED25",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",34.8798226054663,4.91701557641817e-07,3.1311828358163e-05,"YES",5.06765391078332,2.01374410233974e-07,1.74207862438259e-05,"YES",0.643,53,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"YY1AP1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",36.8526864567861,1.93166527156246e-07,1.73660495492429e-05,"YES",5.06131167446174,2.08190948763183e-07,1.76769537051703e-05,"YES",0.698,54,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ATP6V0C",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",34.5400671431599,5.7737644605415e-07,3.48325132257668e-05,"YES",5.05088889654298,2.19879405565625e-07,1.83299468094252e-05,"YES",0.674,55,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"JMJD1C-AS1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",37.115927029236,1.70491401901224e-07,1.62854807857732e-05,"YES",5.04173251234427,2.30667929681273e-07,1.88859367426542e-05,"YES",0.698,56,FALSE,FALSE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"BRPF1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",34.2767047887883,6.53891905641759e-07,3.74761798420933e-05,"YES",5.03711804104601,2.36296679774867e-07,1.90073732766274e-05,"YES",0.662,57,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ANKRD13C-DT",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",37.4949648145706,1.424241304222e-07,1.4832176129233e-05,"YES",5.02674078613132,2.49442984615774e-07,1.93846793976835e-05,"YES",0.697,58,FALSE,FALSE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ZKSCAN5",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",34.487059019409,5.92023776444291e-07,3.52523248700919e-05,"YES",5.02813150697328,2.47641089269151e-07,1.93846793976835e-05,"YES",0.638,59,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"ZFYVE1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",34.6090449736704,5.58855817113007e-07,3.46056546822078e-05,"YES",5.02211958756293,2.5552173015325e-07,1.95261188792109e-05,"YES",0.63,60,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"MTCH1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",34.0011374474179,7.44788634761392e-07,3.90066316048389e-05,"YES",5.00763956380062,2.75507978117338e-07,2.07082636011147e-05,"YES",0.666,61,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"SUPT7L",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",35.5637795648168,3.55764555338303e-07,2.52342042919178e-05,"YES",4.99649486117627,2.91908651882229e-07,2.12444629980956e-05,"YES",0.69,62,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"FIZ1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",33.9515029777668,7.62450858277879e-07,3.90066316048389e-05,"YES",4.9991312686185,2.8794594072648e-07,2.12444629980956e-05,"YES",0.668,63,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"GUCD1",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",36.3479663508418,2.45387103693962e-07,1.97385942181897e-05,"YES",4.9753158063596,3.25706752660795e-07,2.16457093096808e-05,"YES",0.691,64,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"HMGN2",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",36.554205259155,2.22534291027598e-07,1.85512677156643e-05,"YES",4.95400016106671,3.63515728864869e-07,2.16457093096808e-05,"YES",0.69,65,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"SYT11",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",38.9530132629236,7.12387859417774e-08,9.36711204150869e-06,"YES",4.95662935086098,3.58633106821036e-07,2.16457093096808e-05,"YES",0.689,66,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"PLEKHA4",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",38.8951375642338,7.3226768520582e-08,9.36711204150869e-06,"YES",4.96263194422779,3.47721457369205e-07,2.16457093096808e-05,"YES",0.689,67,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"OTUD5",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",34.5819150895572,5.66068506252036e-07,3.46056546822078e-05,"YES",4.95578518595477,3.6019386242225e-07,2.16457093096808e-05,"YES",0.683,68,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
"NEO.TNBCCL","Fun","Fun_only",0.3,"TMEM222",2,2,"YES",2,"YES","NO",NA,"YES","Fun","YES","Fun",34.1676533941678,6.88459935878816e-07,3.80311904337876e-05,"YES",4.98445565349862,3.10682472340106e-07,2.16457093096808e-05,"YES",0.677,69,TRUE,TRUE,"NEO.TNBCCL | k_all_concordant | Fun-CIM | rho>=0.3 | top 200"
