scope,cim,cim_class,rho_threshold,gene,n_scope_datasets,k_datasets,all_datasets_contributed,k_concordant,direction_concordant,nki_smc,nki_smc_dir,neo,neo_dir,tnbc_cl,tnbc_cl_dir,fisher_stat,fisher_p,fisher_padj,fisher_sig,stouffer_Z,stouffer_p,stouffer_padj,stouffer_sig,mean_abs_rrb,rank_in_list,in_ora_universe,used_in_ora,analysis_label
"NKI.TNBCCL","Dys","Dys_only",0.3,"EIF3H",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",28.6029734203991,9.41189055016856e-06,0.000295132760731356,"YES",4.22273660697636,1.20676907265538e-05,0.000525688445348506,"YES",0.537,72,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"ATP5PO",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",25.8817163160154,3.34307576592467e-05,0.000681473136900028,"YES",4.22438501025333,1.19797073329526e-05,0.000525688445348506,"YES",0.456,73,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"ADK",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",33.1576725461972,1.10890160334321e-06,7.66588499702477e-05,"YES",4.21546084061885,1.24634322224888e-05,0.000528449526233524,"YES",0.567,74,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"NOL10",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.4050790230978,6.46752498360657e-06,0.000232565227969814,"YES",4.21565933970363,1.24524735864373e-05,0.000528449526233524,"YES",0.545,75,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"CHCHD3",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",33.7462148686781,8.4004512260602e-07,6.35991918810916e-05,"YES",4.20193153104144,1.32323592765503e-05,0.00055366976972934,"YES",0.568,76,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"THOC7",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",25.6445542000381,3.73194646553697e-05,0.000726213775484226,"YES",4.1971886313983,1.35124416827353e-05,0.000558046292871406,"YES",0.462,77,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"PPA2",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",30.3857661551505,4.08449995139799e-06,0.000175805315224743,"YES",4.18148143974962,1.44807947963148e-05,0.000560174669303908,"YES",0.552,78,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"DDX1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.6682566515543,5.7176041534068e-06,0.000213905661268631,"YES",4.19218245744806,1.38141823366982e-05,0.000560174669303908,"YES",0.547,79,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"MIPEP",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",27.0147000992808,1.97433342745859e-05,0.000482127998152182,"YES",4.18293524127442,1.43884691425168e-05,0.000560174669303908,"YES",0.517,80,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"CCT8",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",26.7239326299121,2.26040191116343e-05,0.000511267549739337,"YES",4.18753378397389,1.41001026936422e-05,0.000560174669303908,"YES",0.511,81,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"MTCH2",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",25.5174970569913,3.95844715140997e-05,0.00074958269842721,"YES",4.18033897081266,1.45537437187418e-05,0.000560174669303908,"YES",0.465,82,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"CBX3",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",25.4663542384894,4.05342798247128e-05,0.000758229469662275,"YES",4.17929184972555,1.46209111799448e-05,0.000560174669303908,"YES",0.453,83,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"GDI2",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",35.9670308618781,2.93924049721915e-07,3.89449365881537e-05,"YES",4.17277259203419,1.50457624265663e-05,0.000569589577577154,"YES",0.572,84,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"PAICS",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",25.3912436922192,4.19704131124148e-05,0.000767045481019994,"YES",4.16092169356528,1.58482881451171e-05,0.000586018096528748,"YES",0.469,85,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"NARS2",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",33.7786864210752,8.27267259754635e-07,6.35991918810916e-05,"YES",4.1557367926418,1.62120465628391e-05,0.000587543216782871,"YES",0.565,86,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"TUBB",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",25.3106277622428,4.35681081405695e-05,0.000787196499358018,"YES",4.15507479406319,1.62590575713499e-05,0.000587543216782871,"YES",0.466,87,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"MRPL3",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.1713625059526,7.21514240472264e-06,0.000252133547769428,"YES",4.13127032082455,1.80382018110046e-05,0.000639010519479315,"YES",0.542,88,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"KLHL7",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",25.0801130752231,4.84778243471948e-05,0.000847683114008413,"YES",4.13067218027029,1.808520338149e-05,0.000639010519479315,"YES",0.462,89,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"CDK8",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",35.5060764870443,3.65615915933793e-07,4.47176389488255e-05,"YES",4.11443662142617,1.94063088329905e-05,0.000678154528449558,"YES",0.567,90,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"NPM3",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.9590885358021,4.98920067264616e-06,0.000200831115683731,"YES",4.10724465506582,2.00203521858775e-05,0.000692007825555331,"YES",0.546,91,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"CCT4",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",27.3960493824706,1.65303647369161e-05,0.00042737040539344,"YES",4.10423221851896,2.02829919040659e-05,0.00069354746510677,"YES",0.525,92,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"PCMT1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",26.0461654141516,3.09735181932778e-05,0.000647998604306734,"YES",4.09705762007446,2.092173885111e-05,0.000706911129635787,"YES",0.505,93,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"RPLP0",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",25.109262407501,4.78278272140663e-05,0.000846307752814161,"YES",4.09489032273923,2.11184142501257e-05,0.000706911129635787,"YES",0.48,94,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"XPO5",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.281009287143,6.85425697327146e-06,0.000242183746388925,"YES",4.08542350281379,2.19982471654474e-05,0.000721179649341471,"YES",0.541,95,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"GCAT",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",24.7884469407464,5.54848836675711e-05,0.000922225854270248,"YES",4.08550803857002,2.19902388849842e-05,0.000721179649341471,"YES",0.468,96,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"PTRH1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",26.3209951893313,2.72613293811591e-05,0.0005741127644509,"YES",4.06792131584291,2.37171960134642e-05,0.000767478864353497,"YES",0.511,97,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"CCT3",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",24.5538431453504,6.18440747037995e-05,0.000973584938406348,"YES",4.06619761187649,2.38932099279862e-05,0.000767478864353497,"YES",0.461,98,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"SLC35B2",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",24.4197515723839,6.57986609124031e-05,0.00100856123004459,"YES",4.05952016978295,2.45868301945757e-05,0.000781861200187509,"YES",0.452,99,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"BUB1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",24.4374642970105,6.52622217539443e-05,0.00100856123004459,"YES",4.05192015901542,2.53995007795162e-05,0.000799707054246154,"YES",0.461,100,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"ATP5F1B",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",24.6295503302616,5.97165813340452e-05,0.000966057453921572,"YES",4.04929133491141,2.56864799510467e-05,0.000800813786709104,"YES",0.473,101,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"MEMO1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",37.0077583840112,1.79468557176149e-07,2.85355005910076e-05,"YES",4.04624672681899,2.60226889847828e-05,0.000801346880978196,"YES",0.564,102,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"SRSF9",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",28.341865387972,1.06329656084024e-05,0.000316007762941304,"YES",4.04458834002142,2.62075709502303e-05,0.000801346880978196,"YES",0.533,103,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"CLNS1A",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",28.8668280247219,8.31974367110021e-06,0.00027275035952679,"YES",4.03876055963739,2.6867190844464e-05,0.000806015725333921,"YES",0.537,104,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"DIAPH3",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",26.8217734449779,2.15981525040337e-05,0.000511267549739337,"YES",4.03925668127674,2.68104302274928e-05,0.000806015725333921,"YES",0.518,105,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"ASB13",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",28.8729818436053,8.2958375003471e-06,0.00027275035952679,"YES",4.03197022612631,2.76555978962553e-05,0.000821914030935438,"YES",0.536,106,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"GALK1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",24.6138851859954,6.01507471309658e-05,0.000966057453921572,"YES",4.0202681562865,2.90659669225974e-05,0.000847979585448254,"YES",0.479,107,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"LSM2",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",24.1069833542895,7.60259356229013e-05,0.00109394785194944,"YES",4.02128112083299,2.8941238400497e-05,0.000847979585448254,"YES",0.452,108,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"FARSB",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",25.1058165446373,4.79042124234431e-05,0.000846307752814161,"YES",4.01453397289034,2.97816822212927e-05,0.000860961358761008,"YES",0.493,109,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"MACROD1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",23.8823889952722,8.43294925066194e-05,0.00116594689639587,"YES",3.9962879160357,3.21717362823722e-05,0.000921676769170663,"YES",0.449,110,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"MRPL39",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",23.9440114845206,8.19655016221144e-05,0.00114320304894002,"YES",3.98508612739521,3.37278271044054e-05,0.000940828861333414,"YES",0.46,111,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"SFXN4",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",23.837512090527,8.60935697462427e-05,0.00118518420689633,"YES",3.98520270776374,3.37112717490901e-05,0.000940828861333414,"YES",0.453,112,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"TPM3",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",23.750996241183,8.95984994071131e-05,0.00121243926857285,"YES",3.98543946227369,3.36776743556933e-05,0.000940828861333414,"YES",0.443,113,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"ACTG1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",29.7765022721564,5.43489029640523e-06,0.000211034164870239,"YES",3.9797542922515,3.44932662732206e-05,0.000951822510341455,"YES",0.539,114,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"CMC1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",24.2082408447672,7.25529654012014e-05,0.00105834142190743,"YES",3.97819251205143,3.47205695596254e-05,0.000951822510341455,"YES",0.474,115,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"PHF14",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",24.5639136442825,6.15567934914673e-05,0.000973584938406348,"YES",3.97387171679809,3.53568295874579e-05,0.000960980496479624,"YES",0.485,116,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"EIF3C",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",24.8876964696762,5.29942779350647e-05,0.000891649755732834,"YES",3.96880779521554,3.61165566786626e-05,0.000973310595238535,"YES",0.492,117,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"WDR12",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",24.9404870183896,5.17151159498038e-05,0.000878657087352309,"YES",3.96464640194054,3.67524117483262e-05,0.000982123271930061,"YES",0.493,118,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"PSMG2",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",24.1636229356685,7.40634322057575e-05,0.00107070077590344,"YES",3.95999536687793,3.74756087533617e-05,0.000993103631964086,"YES",0.476,119,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"DAZAP1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",27.1281837873257,1.87272129545587e-05,0.000461647575158889,"YES",3.94934672046289,3.91823863851651e-05,0.00102975197276715,"YES",0.521,120,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"GCSH",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",24.3970266467218,6.64933159669321e-05,0.00100856123004459,"YES",3.94043593187969,4.06668357096971e-05,0.00106000440620358,"YES",0.484,121,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"MNAT1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",23.4774215625936,0.000101640820103773,0.00130329761262096,"YES",3.93472890600677,4.16453271908071e-05,0.0010766840688355,"YES",0.454,122,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"RPS16",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",26.413416728274,2.6115172490162e-05,0.000561123300802129,"YES",3.92703664961156,4.29994404639547e-05,0.00110272758609174,"YES",0.514,123,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"SENP3-EIF4A1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",25.2774885465184,4.42422790199472e-05,0.000794861284087186,"YES",3.90577170342697,4.69625780874024e-05,0.00119472798654352,"YES",0.501,124,FALSE,FALSE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"UTP18",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",27.0019091079535,1.98612477226214e-05,0.000482127998152182,"YES",3.90303867078592,4.74962591372717e-05,0.00119871511155971,"YES",0.519,125,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"TTLL12",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",24.3799560333596,6.70199168307418e-05,0.00100856123004459,"YES",3.89999039121629,4.80982528908272e-05,0.00120434995427426,"YES",0.487,126,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"MAPKAP1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",28.5979158628839,9.43416187640473e-06,0.000295132760731356,"YES",3.89345960677756,4.94123320469928e-05,0.00121807144115843,"YES",0.529,127,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"PREP",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",25.6237734177864,3.76809034449363e-05,0.000726213775484226,"YES",3.8934716526562,4.94098773532126e-05,0.00121807144115843,"YES",0.505,128,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"SINHCAF",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",30.0665869332319,4.74401817716307e-06,0.000196007764554947,"YES",3.87751997020145,5.27633340303309e-05,0.00129067232474194,"YES",0.535,129,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"DDB1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",31.503854485799,2.41595976408273e-06,0.000134268897999888,"YES",3.87389967350874,5.35537602764041e-05,0.00130000731052645,"YES",0.54,130,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"MRPL30",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",25.6332384943111,3.75158485488836e-05,0.000726213775484226,"YES",3.8702217929082,5.43681910346216e-05,0.00130977914765225,"YES",0.505,131,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"LRPPRC",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",25.3945620065664,4.19059114165684e-05,0.000767045481019994,"YES",3.86727917240069,5.50282059467759e-05,0.00131571199181013,"YES",0.503,132,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"DPH5",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",25.6773336616233,3.6756325946679e-05,0.000721513064879255,"YES",3.86106645280948,5.64465955219838e-05,0.00132963091674006,"YES",0.506,133,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"NOA1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",23.970457418297,8.09712624464608e-05,0.00113431107744381,"YES",3.86209712907176,5.62089260753534e-05,0.00132963091674006,"YES",0.482,134,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"SLC25A3",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",24.6773838640632,5.84100290584278e-05,0.000960131531054831,"YES",3.85396908405478,5.81091384742858e-05,0.00135872838491345,"YES",0.494,135,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"HEBP2",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",24.3793298701329,6.70393115147218e-05,0.00100856123004459,"YES",3.84960213816302,5.91549209932055e-05,0.00137308502743353,"YES",0.489,136,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"ELOVL1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",22.7263883420929,0.000143601231666025,0.00169156752921936,"YES",3.84563347497747,6.01206941700646e-05,0.00138538990913627,"YES",0.446,137,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"MICOS13",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",22.5673168754801,0.000154488848688131,0.00176090402024487,"YES",3.84358931194486,6.06239227355834e-05,0.00138693578632486,"YES",0.435,138,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"LRRC8E",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",23.3180740645134,0.000109381839547438,0.00136942618016084,"YES",3.83610252986837,6.25011194848867e-05,0.00141275769311936,"YES",0.469,139,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"ENOPH1",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",22.5290977237922,0.000157224479603742,0.00178562087549965,"YES",3.83555260591752,6.26411429968018e-05,0.00141275769311936,"YES",0.437,140,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"RPS10-NUDT3",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",26.0318987285139,3.11793842495716e-05,0.000648042104010705,"YES",3.82627401303471,6.50487355722632e-05,0.00144653831552306,"YES",0.508,141,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"HDAC2",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",23.2693443142364,0.000111863926886863,0.00138955971679775,"YES",3.82714758513993,6.48183970452628e-05,0.00144653831552306,"YES",0.469,142,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
"NKI.TNBCCL","Dys","Dys_only",0.3,"RPS18",2,2,"YES",2,"YES","YES","Dys","NO",NA,"YES","Dys",24.3596041157468,6.76531563564229e-05,0.00101003303856068,"YES",3.82018156630541,6.66767354663191e-05,0.00146228978470962,"YES",0.49,143,TRUE,TRUE,"NKI.TNBCCL | k_all_concordant | Dys-CIM | rho>=0.3 | all genes"
